id,amount,source,cid
10194,715,3,49927
10195,132,2,28516
10196,6,3,20016
10197,860,2,12775
10198,237,1,47757
10199,182,1,6161
10200,597,3,26596
10201,447,3,48794
10202,343,2,48664
10203,845,1,35932
10204,159,3,29792
10205,873,1,24313
10206,332,2,14052
10207,293,2,39159
10208,348,1,38508
10209,259,2,43961
10210,754,2,42080
10211,906,2,16353
10212,724,1,39816
10213,899,1,48706
10214,442,3,44426
10215,838,2,6035
10216,903,3,17086
10217,87,2,18824
10218,20,3,6965
10219,157,1,30859
10220,697,3,23765
10221,571,1,4313
10222,269,3,6716
10223,954,1,2110
10224,349,2,923
10225,199,1,48280
10226,720,3,36194
10227,869,1,30665
10228,246,3,24903
10229,441,1,43538
10230,443,2,4814
10231,493,3,463
10232,720,1,45405
10233,281,2,36183
10234,356,3,49413
10235,94,2,37276
10236,710,1,46785
10237,82,3,47566
10238,560,2,29913
10239,509,3,46467
10240,542,2,38887
10241,748,1,46895
10242,410,2,44657
10243,490,1,819
10244,825,2,26577
10245,208,3,45766
10246,908,3,19254
10247,42,3,25733
10248,4,2,33617
10249,251,1,12932
10250,980,1,37851
10251,62,1,6275
10252,33,1,29325
10253,312,1,19955
10254,946,1,38198
10255,226,3,11377
10256,21,3,34130
10257,705,2,29576
10258,446,3,3893
10259,324,1,2878
10260,418,1,30929
10261,848,2,25844
10262,120,2,41990
10263,558,3,35552
10264,343,1,42355
10265,342,1,16190
10266,6,2,24175
10267,769,3,28455
10268,947,3,37702
10269,414,3,36873
10270,738,3,11064
10271,395,3,46476
10272,454,3,46559
10273,962,3,4859
10274,68,2,16387
10275,366,3,16333
10276,593,1,23239
10277,437,3,38903
10278,85,1,30874
10279,965,2,41404
10280,83,2,42570
10281,117,1,49332
10282,874,3,41516
10283,991,3,26222
10284,595,3,19363
10285,552,2,6302
10286,492,2,42958
10287,524,2,13006
10288,199,2,49224
10289,218,1,42345
10290,359,2,40525
10291,511,2,36186
10292,446,1,8166
10293,156,2,46492
10294,671,2,45916
10295,207,3,32054
10296,809,2,29216
10297,73,1,25522
10298,627,2,20406
10299,144,3,31941
10300,482,1,46566
10301,232,1,14025
10302,742,3,1939
10303,63,2,9955
10304,788,3,32125
10305,692,2,49085
10306,470,1,27574
10307,401,1,21996
10308,347,1,10243
10309,39,3,9080
10310,442,2,31887
10311,455,1,6503
10312,345,2,26725
10313,201,1,44195
10314,304,3,2486
10315,598,2,24121
10316,123,2,13948
10317,379,2,44806
10318,387,2,2053
10319,202,1,36928
10320,342,3,10512
10321,74,1,43279
10322,101,3,20826
10323,628,3,27967
10324,160,2,22875
10325,477,2,44644
10326,795,1,38724
10327,388,2,39400
10328,263,1,15117
10329,73,2,12608
10330,251,3,27367
10331,891,1,44218
10332,992,3,1671
10333,244,2,6510
10334,170,3,38535
10335,207,3,22933
10336,343,1,27686
10337,229,1,37626
10338,107,1,31804
10339,975,3,4554
10340,128,1,34400
10341,355,2,26362
10342,951,2,34603
10343,338,3,10087
10344,408,3,48052
10345,379,1,10606
10346,590,1,322
10347,249,1,35812
10348,212,2,568
10349,679,1,17806
10350,824,3,38274
10351,774,1,29446
10352,669,1,22494
10353,262,1,3391
10354,739,1,37156
10355,387,3,22807
10356,276,2,24998
10357,749,2,34265
10358,963,1,43860
10359,786,1,32620
10360,251,3,42084
10361,741,1,13969
10362,332,1,38911
10363,587,1,28936
10364,659,1,27196
10365,36,1,5773
10366,26,2,17404
10367,802,1,33767
10368,158,2,14992
10369,267,1,32581
10370,438,1,18612
10371,666,1,24210
10372,277,1,51
10373,149,1,27901
10374,649,3,36319
10375,905,3,41526
10376,952,3,44207
10377,718,1,29313
10378,950,1,44400
10379,307,1,23670
10380,977,3,9325
10381,24,2,49233
10382,653,2,8379
10383,195,3,9452
10384,68,1,14424
10385,614,1,33090
10386,213,2,8525
10387,124,1,35140
10388,962,1,48802
10389,179,3,30238
10390,852,2,25175
10391,282,1,34472
10392,148,1,31923
10393,69,3,6040
10394,325,2,13685
10395,503,1,2411
10396,524,2,18918
10397,318,3,1893
10398,920,3,35624
10399,502,1,23113
10400,494,3,25341
10401,879,2,7426
10402,821,2,30789
10403,395,3,16112
10404,779,1,17264
10405,621,2,22904
10406,991,2,12767
10407,360,1,8505
10408,655,3,20333
10409,234,1,30741
10410,360,3,28545
10411,794,1,13608
10412,308,3,29606
10413,212,2,32350
10414,465,2,34039
10415,837,2,23402
10416,561,3,29069
10417,365,3,3513
10418,126,2,9835
10419,25,3,31556
10420,719,2,30558
10421,666,1,42070
10422,690,1,45257
10423,920,1,12292
10424,807,3,31798
10425,159,1,36635
10426,710,1,49875
10427,746,1,1012
10428,837,2,26816
10429,830,1,48590
10430,991,1,44689
10431,814,1,10489
10432,537,1,10145
10433,306,3,45775
10434,441,3,45549
10435,511,1,47309
10436,258,1,34642
10437,124,2,48730
10438,466,3,38166
10439,962,1,34145
10440,109,1,15135
10441,563,3,23480
10442,359,2,2692
10443,490,1,23812
10444,583,1,25199
10445,102,2,45250
10446,856,2,14169
10447,475,2,36847
10448,161,2,15662
10449,588,2,5264
10450,391,3,20567
10451,409,3,20418
10452,183,3,40052
10453,802,3,49503
10454,117,2,28790
10455,593,2,10736
10456,317,2,18234
10457,564,1,24222
10458,878,3,24490
10459,668,2,43812
10460,613,3,7356
10461,359,2,45105
10462,800,1,6554
10463,789,2,9696
10464,809,3,49892
10465,979,2,25964
10466,525,2,13527
10467,105,1,13912
10468,3,2,48937
10469,9,1,6459
10470,324,3,38529
10471,862,3,19915
10472,863,3,1173
10473,656,1,21555
10474,284,3,45971
10475,421,2,48407
10476,113,1,37539
10477,111,2,32501
10478,43,1,10390
10479,729,3,14833
10480,384,3,16352
10481,415,3,10645
10482,868,3,13118
10483,796,1,24525
10484,644,3,39803
10485,704,1,42131
10486,550,3,24564
10487,526,3,9390
10488,655,3,45301
10489,859,3,20332
10490,432,3,30257
10491,9,1,24683
10492,471,3,21276
10493,904,3,38521
10494,446,1,14178
10495,298,1,38483
10496,962,3,22434
10497,583,1,1838
10498,750,1,32739
10499,881,3,47164
10500,655,2,45894
10501,442,3,37861
10502,850,1,7081
10503,536,3,4990
10504,625,3,44732
10505,903,2,31690
10506,225,2,29612
10507,704,2,34380
10508,740,1,14707
10509,19,1,45755
10510,509,2,15256
10511,93,2,36300
10512,401,1,43673
10513,222,2,15067
10514,716,3,48747
10515,525,3,8762
10516,226,2,6037
10517,194,3,15345
10518,364,2,31294
10519,310,3,8030
10520,460,1,23611
10521,832,2,39137
10522,319,3,25182
10523,672,3,41285
10524,510,1,27715
10525,4,3,44040
10526,411,2,47994
10527,198,3,37690
10528,228,3,24775
10529,294,1,10516
10530,548,3,27562
10531,891,3,15904
10532,324,3,16478
10533,172,3,588
10534,90,2,38479
10535,688,2,31019
10536,84,3,47738
10537,31,3,49970
10538,656,2,8141
10539,535,1,15719
10540,317,1,1468
10541,725,3,12621
10542,878,2,35039
10543,414,2,45504
10544,373,1,32917
10545,509,2,45126
10546,695,3,11244
10547,505,1,13194
10548,889,1,39613
10549,151,2,34542
10550,796,3,21197
10551,717,2,41668
10552,933,2,5264
10553,523,3,1300
10554,757,1,1788
10555,26,1,42587
10556,973,2,45820
10557,305,2,2626
10558,288,1,16126
10559,171,3,22316
10560,834,3,18505
10561,565,1,18272
10562,888,3,2702
10563,985,3,48235
10564,490,1,4741
10565,564,3,46541
10566,738,1,28283
10567,887,2,467
10568,436,3,32691
10569,685,1,40266
10570,494,2,809
10571,930,1,23166
10572,278,3,10292
10573,424,1,31423
10574,402,2,34031
10575,271,3,33447
10576,36,3,9576
10577,224,2,28161
10578,260,1,13181
10579,66,3,8255
10580,6,3,6196
10581,477,1,12646
10582,80,1,15925
10583,374,3,3756
10584,770,2,47022
10585,227,2,36268
10586,249,2,39359
10587,255,2,27445
10588,411,3,22214
10589,424,1,10768
10590,736,1,26164
10591,899,3,6265
10592,594,2,26094
10593,135,2,31670
10594,461,2,24530
10595,244,2,37175
10596,723,1,13760
10597,182,3,14849
10598,120,2,21153
10599,434,2,20931
10600,129,1,32141
10601,722,3,10703
10602,11,2,46093
10603,879,1,3955
10604,245,3,32853
10605,374,1,25656
10606,399,3,29439
10607,626,2,38799
10608,948,2,41342
10609,845,1,31239
10610,367,1,18888
10611,28,3,37584
10612,326,1,25846
10613,144,2,13143
10614,637,3,33505
10615,510,1,6959
10616,319,1,35206
10617,662,1,32065
10618,135,2,36210
10619,852,2,47933
10620,696,2,14381
10621,916,2,18055
10622,11,1,5478
10623,385,3,20284
10624,444,1,30786
10625,501,2,11205
10626,757,3,13058
10627,42,2,34094
10628,842,1,28026
10629,656,1,9214
10630,842,2,28181
10631,903,2,4638
10632,295,1,31258
10633,791,1,24459
10634,809,2,45742
10635,726,1,2466
10636,743,1,28050
10637,158,1,1046
10638,979,3,43523
10639,616,3,23001
10640,118,2,21034
10641,629,1,3097
10642,307,1,20227
10643,832,1,49922
10644,192,2,26113
10645,117,1,29
10646,682,1,46630
10647,968,3,22799
10648,349,2,9645
10649,744,3,49076
10650,37,2,11277
10651,756,1,25752
10652,321,1,9734
10653,106,2,32553
10654,271,2,44199
10655,818,1,18528
10656,702,1,10347
10657,43,2,4187
10658,492,3,15000
10659,372,3,39213
10660,884,3,34172
10661,77,2,21026
10662,673,2,42176
10663,690,1,14179
10664,574,1,25585
10665,303,3,30581
10666,522,2,10943
10667,106,2,42677
10668,797,2,27978
10669,502,3,6818
10670,821,1,46532
10671,686,3,12656
10672,415,3,19657
10673,519,1,28923
10674,494,3,29747
10675,526,3,19447
10676,661,2,14560
10677,28,3,5572
10678,11,3,46269
10679,1000,2,12075
10680,233,3,36665
10681,481,3,5120
10682,867,2,2217
10683,316,1,10554
10684,697,1,48030
10685,425,1,19218
10686,694,2,30123
10687,873,1,9648
10688,462,3,7536
10689,638,3,1827
10690,999,1,43899
10691,283,3,42042
10692,612,1,19614
10693,295,2,40378
10694,463,3,28316
10695,610,2,45001
10696,700,2,9588
10697,679,2,11787
10698,797,1,5526
10699,949,1,19464
10700,831,2,43323
10701,29,1,24566
10702,736,3,29598
10703,203,1,8818
10704,854,3,21710
10705,442,2,39759
10706,711,2,40883
10707,752,3,18701
10708,540,3,26581
10709,734,1,45744
10710,89,2,39554
10711,659,3,28154
10712,63,2,10723
10713,593,1,22204
10714,200,3,20031
10715,500,3,26795
10716,645,3,7437
10717,181,2,1629
10718,891,1,36674
10719,393,1,21683
10720,44,1,37899
10721,649,1,41948
10722,85,2,44189
10723,740,1,44272
10724,32,2,21592
10725,127,1,23528
10726,919,2,31624
10727,432,3,11614
10728,713,1,16039
10729,809,1,2596
10730,562,2,33635
10731,684,2,39870
10732,534,2,11165
10733,666,2,15023
10734,848,2,8444
10735,236,2,32330
10736,904,2,25721
10737,868,3,244
10738,899,1,27608
10739,404,1,23628
10740,896,3,44265
10741,120,2,19484
10742,278,1,28014
10743,224,2,13175
10744,890,1,43492
10745,700,3,41762
10746,392,3,2266
10747,352,1,1781
10748,854,1,17121
10749,716,1,8365
10750,562,1,23639
10751,103,3,23188
10752,296,1,5665
10753,404,3,13559
10754,410,3,517
10755,639,1,20883
10756,226,1,45366
10757,105,2,2828
10758,578,3,17178
10759,720,2,6250
10760,689,1,10726
10761,917,2,49945
10762,574,2,1894
10763,445,1,30216
10764,518,2,38385
10765,249,3,491
10766,781,3,706
10767,783,3,12360
10768,181,2,25853
10769,529,1,22808
10770,473,3,7536
10771,829,1,20125
10772,581,1,26279
10773,689,1,11241
10774,653,1,457
10775,640,1,36819
10776,781,3,11683
10777,703,3,29008
10778,181,3,1909
10779,954,3,25741
10780,139,2,45576
10781,369,3,8424
10782,913,2,37348
10783,394,1,40477
10784,641,1,3129
10785,711,2,21477
10786,468,2,44092
10787,706,2,21231
10788,202,2,38578
10789,888,3,16499
10790,16,3,16938
10791,817,2,18356
10792,941,1,12254
10793,327,3,38107
10794,908,2,27481
10795,87,2,29453
10796,625,3,33133
10797,1000,2,23384
10798,590,1,12029
10799,924,2,33000
10800,384,1,999
10801,519,2,32340
10802,466,3,42253
10803,483,1,46187
10804,41,2,40392
10805,387,3,13310
10806,372,2,3419
10807,313,3,4214
10808,748,2,23916
10809,90,2,11163
10810,619,2,12109
10811,994,3,25887
10812,869,2,8190
10813,967,1,46774
10814,55,1,34205
10815,226,1,32068
10816,628,2,45184
10817,181,2,35909
10818,531,2,22765
10819,925,2,29898
10820,979,1,39230
10821,945,3,16341
10822,309,2,23266
10823,865,1,47832
10824,610,1,22239
10825,755,3,42308
10826,868,2,24813
10827,326,3,49293
10828,613,2,6169
10829,574,1,49016
10830,162,2,8054
10831,157,1,25119
10832,687,1,43716
10833,739,2,18738
10834,571,3,37335
10835,405,1,24523
10836,906,2,18894
10837,127,2,48431
10838,811,2,38687
10839,322,1,29078
10840,188,3,36203
10841,871,1,23624
10842,899,2,26773
10843,189,3,43972
10844,619,2,2700
10845,701,1,19700
10846,145,2,17542
10847,785,1,9251
10848,218,2,7996
10849,77,1,1325
10850,441,3,38241
10851,438,2,14957
10852,437,2,16462
10853,39,3,9943
10854,613,2,34909
10855,254,1,27029
10856,460,3,28163
10857,846,3,12368
10858,17,2,47677
10859,659,1,14252
10860,432,3,37727
10861,558,2,41047
10862,31,3,22980
10863,336,3,2621
10864,864,3,30517
10865,55,1,24601
10866,258,2,18119
10867,98,1,31948
10868,961,2,2980
10869,199,2,49118
10870,670,1,4062
10871,707,2,8018
10872,608,3,10680
10873,391,1,20429
10874,628,2,21494
10875,123,1,40212
10876,933,3,46878
10877,520,3,3956
10878,222,2,164
10879,825,3,48530
10880,931,2,26022
10881,442,2,34322
10882,466,1,24415
10883,592,1,5988
10884,908,3,48598
10885,106,3,43216
10886,636,2,45359
10887,732,3,39297
10888,812,1,40596
10889,616,2,9361
10890,330,1,48555
10891,262,1,9244
10892,787,1,11609
10893,931,1,28146
10894,196,2,40630
10895,199,1,47073
10896,799,2,21380
10897,590,1,15501
10898,167,3,8350
10899,283,2,371
10900,625,1,44880
10901,259,2,32391
10902,712,1,15545
10903,113,1,36253
10904,879,2,41328
10905,332,3,33300
10906,15,1,48048
10907,202,3,48614
10908,947,2,33434
10909,913,2,28025
10910,888,3,34525
10911,270,3,10871
10912,432,1,1748
10913,576,2,15746
10914,855,2,2771
10915,576,1,5739
10916,833,3,3250
10917,887,3,41161
10918,940,1,23346
10919,331,1,33497
10920,546,3,40744
10921,239,3,32605
10922,681,1,33345
10923,737,2,12375
10924,461,3,30103
10925,837,3,20313
10926,427,3,5138
10927,451,3,13423
10928,712,1,9114
10929,371,1,27377
10930,716,1,24195
10931,65,2,13375
10932,857,3,12446
10933,196,3,35205
10934,421,1,1874
10935,796,1,22129
10936,735,2,5393
10937,263,2,43072
10938,401,1,49977
10939,448,1,17837
10940,995,2,45857
10941,80,3,11730
10942,556,2,44703
10943,838,2,47705
10944,837,3,22465
10945,77,3,31687
10946,669,3,48160
10947,758,3,29064
10948,113,1,34914
10949,512,2,5619
10950,359,2,28474
10951,691,3,35668
10952,366,3,48810
10953,87,3,25663
10954,302,2,25782
10955,965,1,1161
10956,188,1,21291
10957,125,3,30955
10958,681,3,15091
10959,553,2,34519
10960,491,3,6450
10961,108,1,31262
10962,353,2,10324
10963,708,1,46063
10964,633,1,32046
10965,473,3,5999
10966,846,2,40124
10967,44,1,12535
10968,458,1,7596
10969,192,3,5413
10970,548,1,17811
10971,688,3,16727
10972,828,1,11816
10973,370,1,49857
10974,548,2,1996
10975,885,1,27926
10976,601,3,32419
10977,782,3,30100
10978,411,2,27175
10979,332,2,44782
10980,810,1,24853
10981,909,3,33063
10982,72,1,46307
10983,634,1,47539
10984,490,3,26024
10985,742,3,36557
10986,305,2,39185
10987,495,1,31176
10988,878,3,7237
10989,540,1,4818
10990,152,1,24583
10991,9,2,17490
10992,539,2,24513
10993,467,2,5688
10994,999,1,14052
10995,27,1,23320
10996,16,1,31223
10997,171,3,17362
10998,975,1,48519
10999,430,1,5001
11000,707,3,10127
11001,454,2,16266
11002,85,3,3440
11003,578,2,38036
11004,741,1,40385
11005,998,1,33961
11006,30,2,19883
11007,720,3,46055
11008,273,2,49558
11009,636,1,32062
11010,567,2,10030
11011,632,2,7652
11012,530,3,32381
11013,226,2,34631
11014,475,3,46154
11015,54,3,19021
11016,15,3,18091
11017,35,1,47956
11018,924,2,48619
11019,549,1,4426
11020,778,3,35564
11021,86,3,43738
11022,624,2,1217
11023,674,2,24762
11024,516,2,41364
11025,886,2,1809
11026,565,3,5136
11027,4,1,30509
11028,668,1,49570
11029,842,3,12211
11030,527,3,45437
11031,640,2,30402
11032,524,3,1029
11033,426,1,8127
11034,591,3,33346
11035,125,2,14994
11036,650,1,5462
11037,382,1,1114
11038,874,2,36731
11039,804,3,1358
11040,641,1,3557
11041,928,2,23441
11042,214,3,8562
11043,164,1,34793
11044,498,1,25882
11045,75,1,3314
11046,95,2,23435
11047,10,3,12212
11048,650,1,5318
11049,476,3,25500
11050,652,3,9079
11051,720,2,18082
11052,604,1,36830
11053,435,2,39251
11054,741,3,760
11055,657,1,8020
11056,701,2,17800
11057,510,1,46783
11058,229,1,13760
11059,298,1,29934
11060,376,2,40118
11061,985,3,40011
11062,718,2,11698
11063,295,1,32709
11064,666,2,35511
11065,54,2,21490
11066,917,3,35681
11067,470,2,3298
11068,476,2,9766
11069,34,2,47124
11070,356,1,38926
11071,469,3,36602
11072,919,2,13937
11073,881,3,48326
11074,561,1,21123
11075,695,2,21532
11076,88,2,24269
11077,542,2,29064
11078,98,3,22643
11079,28,3,20792
11080,693,3,5796
11081,438,3,32966
11082,143,1,36617
11083,610,2,4755
11084,101,1,41695
11085,5,2,44374
11086,257,2,31390
11087,611,3,49227
11088,660,3,31447
11089,511,2,16313
11090,623,3,11983
11091,842,2,23078
11092,663,2,30508
11093,954,3,42175
11094,560,3,11637
11095,82,1,44685
11096,215,2,49509
11097,642,3,30464
11098,601,1,39620
11099,167,1,34605
11100,292,2,30099
11101,8,1,29550
11102,193,3,19345
11103,944,2,21927
11104,763,1,36571
11105,925,1,1522
11106,249,2,25375
11107,360,2,3257
11108,691,1,5984
11109,680,1,7796
11110,77,2,29329
11111,975,2,48167
11112,898,1,24347
11113,952,3,11906
11114,136,3,17437
11115,591,3,13807
11116,539,1,20062
11117,114,1,1044
11118,983,2,8999
11119,485,3,8312
11120,162,2,25347
11121,196,2,43957
11122,35,3,807
11123,567,3,34520
11124,460,2,19775
11125,470,1,34453
11126,173,2,31327
11127,297,1,47027
11128,336,3,35871
11129,131,3,14066
11130,532,1,21909
11131,332,3,44969
11132,411,3,19855
11133,666,2,374
11134,941,2,7555
11135,900,1,19555
11136,456,2,36378
11137,854,1,4317
11138,941,2,24702
11139,605,3,29864
11140,859,1,48963
11141,260,3,30349
11142,54,1,7591
11143,714,3,31083
11144,446,1,48056
11145,801,2,30020
11146,302,3,43877
11147,94,3,27462
11148,157,2,28810
11149,766,2,8040
11150,90,2,31907
11151,293,3,29063
11152,268,1,32878
11153,448,1,806
11154,503,2,7603
11155,386,3,22297
11156,1000,2,5938
11157,478,1,45942
11158,128,2,10498
11159,83,3,22105
11160,571,1,14553
11161,261,2,1357
11162,690,3,15030
11163,286,2,45877
11164,179,2,25816
11165,807,2,17978
11166,852,2,32556
11167,702,1,46288
11168,866,1,10478
11169,975,1,34925
11170,127,1,34754
11171,505,1,32229
11172,320,3,2997
11173,99,1,41952
11174,325,2,7167
11175,679,2,36060
11176,763,1,40379
11177,38,1,356
11178,1001,3,7736
11179,513,3,3145
11180,636,3,40706
11181,208,2,21283
11182,719,1,24207
11183,161,3,42778
11184,494,1,34097
11185,825,3,16235
11186,587,2,42585
11187,67,2,13965
11188,55,3,16103
11189,377,2,8898
11190,515,1,23322
11191,868,3,5092
11192,317,1,8115
11193,823,2,31019
11194,381,1,6783
11195,884,3,38631
11196,115,1,40673
11197,848,2,449
11198,510,3,16635
11199,885,3,32749
11200,601,1,10730
11201,674,2,21787
11202,554,1,11059
11203,213,2,17335
11204,292,2,44985
11205,980,3,30447
11206,407,2,38968
11207,212,1,22896
11208,37,3,7733
11209,587,2,7269
11210,671,1,44168
11211,502,1,22943
11212,59,1,46482
11213,716,2,29556
11214,663,2,47577
11215,52,3,46826
11216,294,1,49842
11217,659,2,3613
11218,432,3,39688
11219,760,1,8414
11220,369,3,18873
11221,217,1,47147
11222,15,1,9067
11223,402,2,41981
11224,33,3,8698
11225,551,3,22846
11226,6,3,7224
11227,424,2,48954
11228,167,1,11686
11229,134,3,38269
11230,146,2,10685
11231,795,3,8486
11232,148,1,44192
11233,594,2,16119
11234,956,2,49182
11235,141,1,45507
11236,359,1,23402
11237,602,2,43917
11238,864,2,8193
11239,212,3,2940
11240,979,3,48070
11241,358,3,36811
11242,344,1,29321
11243,754,1,44344
11244,857,3,18956
11245,370,1,27311
11246,890,1,31937
11247,471,2,43616
11248,206,1,25368
11249,979,3,3450
11250,230,2,19938
11251,152,2,30185
11252,3,2,28921
11253,21,1,16776
11254,867,2,21455
11255,405,2,368
11256,441,1,40902
11257,91,3,31845
11258,543,3,48147
11259,188,2,21446
11260,171,3,46612
11261,206,2,32665
11262,869,3,43218
11263,553,2,27590
11264,774,3,31307
11265,965,1,29960
11266,695,2,21480
11267,364,2,20424
11268,194,1,39243
11269,510,2,16445
11270,692,1,44642
11271,865,1,4275
11272,680,3,21572
11273,755,3,15762
11274,873,2,32114
11275,698,3,12777
11276,583,3,48359
11277,856,1,32639
11278,420,3,23244
11279,620,1,25309
11280,42,3,34890
11281,401,1,1397
11282,109,2,39516
11283,876,2,31550
11284,749,2,27641
11285,350,2,32876
11286,526,3,15998
11287,410,3,13216
11288,647,1,39778
11289,405,2,6048
11290,629,1,5077
11291,584,3,11636
11292,486,1,21556
11293,171,1,7477
11294,335,2,2934
11295,416,2,12650
11296,796,1,14475
11297,645,1,4391
11298,62,3,36155
11299,951,1,31357
11300,150,3,32438
11301,20,2,45582
11302,225,3,20906
11303,694,2,3356
11304,398,3,22264
11305,658,2,1888
11306,557,1,19773
11307,682,2,2247
11308,786,2,41568
11309,602,3,41176
11310,371,3,45259
11311,322,2,32857
11312,512,2,30844
11313,316,2,46093
11314,320,3,1591
11315,905,3,14915
11316,468,2,40715
11317,49,2,12035
11318,881,2,9877
11319,729,1,12725
11320,680,1,4962
11321,878,3,27895
11322,839,2,33131
11323,491,2,46271
11324,425,3,46532
11325,472,1,42868
11326,668,1,25434
11327,652,2,45543
11328,137,2,24698
11329,995,1,29437
11330,842,3,41695
11331,881,2,29109
11332,90,2,14567
11333,295,1,31001
11334,441,1,26022
11335,46,2,9550
11336,197,2,44128
11337,467,3,18877
11338,721,2,957
11339,883,1,12107
11340,476,3,37520
11341,598,1,49077
11342,44,3,35494
11343,981,3,10278
11344,85,2,21399
11345,653,1,31757
11346,618,1,32398
11347,389,3,42766
11348,406,1,29865
11349,990,2,16543
11350,360,2,47414
11351,804,1,46016
11352,210,2,46981
11353,770,3,23299
11354,312,1,40129
11355,897,3,41100
11356,337,2,43911
11357,116,3,38559
11358,889,1,47552
11359,663,1,48558
11360,733,1,41813
11361,18,2,32396
11362,387,2,45303
11363,151,2,24067
11364,455,2,23639
11365,622,3,48746
11366,921,2,36141
11367,806,1,49147
11368,239,3,25297
11369,977,1,36420
11370,543,3,33543
11371,80,1,10332
11372,520,1,19179
11373,87,1,8719
11374,968,1,34755
11375,698,1,23343
11376,642,2,14385
11377,22,2,7917
11378,934,1,24192
11379,915,3,35865
11380,235,1,44423
11381,168,2,6340
11382,763,1,3471
11383,758,1,15643
11384,878,2,7843
11385,660,3,22584
11386,499,1,12131
11387,985,1,29168
11388,120,1,19622
11389,404,1,21138
11390,932,1,6788
11391,27,2,12011
11392,538,2,49600
11393,650,2,6885
11394,229,2,14936
11395,924,2,37216
11396,503,1,35550
11397,319,1,42031
11398,856,1,48794
11399,593,2,20081
11400,12,1,15423
11401,355,1,7895
11402,107,2,19351
11403,879,2,21642
11404,587,2,34579
11405,179,2,39985
11406,381,2,14668
11407,896,2,48330
11408,800,1,36025
11409,460,2,46432
